,rate,votes,approx_cost(for two people),clusters
6792,4.0,580,1500,0
6793,4.7,4678,1300,3
6794,4.3,597,2500,0
6795,4.2,1428,1300,0
6796,4.0,324,1300,0
6797,2.7,402,1000,1
6798,4.0,62,1500,0
6799,4.0,580,1500,0
6800,3.8,61,1000,1
6801,4.0,188,1300,0
6802,4.7,4678,1300,3
6803,4.3,597,2500,0
6804,4.2,1428,1300,0
6805,4.2,982,1000,0
6806,4.1,765,1200,0
6807,4.3,226,2000,0
6808,2.7,402,1000,1
6809,4.4,4108,1400,3
6810,4.2,1873,1500,3
6811,4.2,1148,1800,0
6812,4.4,3764,600,3
6813,4.5,188,1200,0
6814,4.3,790,1000,0
6815,3.7,829,850,1
6816,3.9,3831,750,3
6817,3.3,292,600,1
6818,3.9,224,800,1
6819,3.9,371,400,1
6820,4.4,366,1000,1
6821,4.7,3614,1600,3
6822,4.6,174,1500,0
6823,4.3,715,1500,0
6824,3.2,426,900,1
6825,3.0,74,1200,0
6826,3.7,51,1500,0
6827,3.9,52,1900,0
6828,4.4,788,700,1
6829,4.2,859,800,1
6830,4.4,3764,600,3
6831,4.6,1580,750,0
6832,4.0,82,500,1
6833,4.3,1101,700,1
6834,4.3,112,800,1
6835,4.1,733,1200,0
6836,4.2,140,800,1
6837,4.1,720,950,0
6838,4.0,128,650,1
6839,4.1,439,750,1
6840,4.0,77,300,1
6841,4.1,564,600,1
6842,3.8,499,700,1
6843,4.0,803,700,1
6844,3.9,205,600,1
6845,3.9,44,300,1
6846,3.6,484,700,1
6847,3.8,204,600,1
6848,3.9,202,500,1
6849,2.6,49,450,1
6850,3.1,101,650,1
6851,4.0,390,1300,0
6852,3.9,56,350,1
6853,2.5,113,550,1
6854,3.7,59,600,1
6855,3.8,63,1000,1
6856,3.9,92,250,1
6857,3.7,85,500,1
6858,4.1,1847,600,3
6859,4.4,190,1000,1
6860,3.7,455,400,1
6861,4.1,723,700,1
6862,4.1,373,500,1
6863,3.9,184,600,1
6864,3.7,503,500,1
6865,3.7,46,600,1
6866,4.1,209,400,1
6867,4.0,195,500,1
6868,3.0,238,500,1
6869,4.1,292,600,1
6870,4.0,353,500,1
6871,3.5,435,500,1
6872,3.9,227,450,1
6873,3.9,95,350,1
6874,3.7,173,400,1
6875,4.0,57,250,1
6876,4.0,317,250,1
6877,4.0,88,400,1
6878,3.4,410,750,1
6879,4.0,987,800,0
6880,4.0,99,650,1
6881,4.0,371,450,1
6882,4.5,143,400,1
6883,3.9,125,600,1
6884,2.3,298,450,1
6885,4.1,397,450,1
6886,4.6,118,300,1
6887,4.0,67,500,1
6888,3.8,510,500,1
6889,3.9,230,500,1
6890,3.9,46,400,1
6891,3.8,189,800,1
6892,3.3,910,250,1
6893,3.8,376,600,1
6894,4.0,188,300,1
6895,4.2,460,500,1
6896,4.4,3764,600,3
6897,4.1,439,750,1
6898,2.7,332,400,1
6899,3.9,231,400,1
6900,3.6,133,300,1
6901,3.8,77,650,1
6902,3.6,218,400,1
6903,3.7,57,400,1
6904,4.2,214,400,1
6905,4.1,671,900,1
6906,3.1,247,200,1
6907,4.4,568,400,1
6908,3.9,307,450,1
6909,4.2,217,600,1
6910,4.0,1551,750,0
6911,3.6,176,400,1
6912,4.0,917,800,1
6913,4.0,1829,800,3
6914,3.8,320,800,1
6915,4.0,649,750,1
6916,4.1,110,400,1
6917,4.3,278,150,1
6918,4.0,988,500,1
6919,4.1,352,600,1
6920,3.9,338,500,1
6921,4.5,194,200,1
6922,4.0,200,750,1
6923,4.1,564,600,1
6924,4.1,498,600,1
6925,3.6,289,500,1
6926,3.7,439,550,1
6927,4.0,60,400,1
6928,3.8,170,400,1
6929,4.1,104,300,1
6930,3.9,117,900,1
6931,3.7,446,400,1
6932,3.7,532,250,1
6933,3.9,330,600,1
6934,2.9,304,650,1
6935,3.6,217,300,1
6936,3.6,95,800,1
6937,3.9,113,600,1
6938,4.3,342,450,1
6939,3.5,40,700,1
6940,2.6,91,200,1
6941,3.9,296,400,1
6942,4.1,314,650,1
6943,3.9,44,300,1
6944,2.6,56,500,1
6945,3.9,56,350,1
6946,4.2,581,550,1
6947,4.0,77,300,1
6948,3.6,51,150,1
6949,3.9,152,400,1
6950,3.7,41,500,1
6951,4.0,176,100,1
6952,3.9,89,300,1
6953,2.8,114,500,1
6954,3.9,30,400,1
6955,4.0,153,500,1
6956,3.5,136,600,1
6957,3.8,109,200,1
6958,3.5,147,350,1
6959,3.9,582,450,1
6960,3.9,459,600,1
6961,3.3,292,600,1
6962,3.8,834,650,1
6963,3.9,148,200,1
6964,4.3,287,400,1
6965,3.7,68,400,1
6966,3.6,621,400,1
6967,3.9,783,300,1
6968,4.0,897,750,1
6969,4.2,859,800,1
6970,4.1,119,200,1
6971,3.9,78,300,1
6972,4.1,1339,800,0
6973,3.9,75,500,1
6974,4.4,1401,1500,0
6975,4.2,7221,1400,2
6976,3.8,347,300,1
6977,4.3,561,500,1
6978,3.9,60,400,1
6979,3.9,372,550,1
6980,3.1,570,300,1
6981,3.1,266,550,1
6982,4.4,4108,1400,3
6983,3.8,241,200,1
6984,4.0,434,600,1
6985,3.9,100,450,1
6986,4.1,248,800,1
6987,3.9,181,600,1
6988,3.9,121,400,1
6989,4.5,125,700,1
6990,4.0,154,400,1
6991,3.9,340,400,1
6992,4.2,807,1700,0
6993,4.5,1506,1900,0
6994,4.3,492,500,1
6995,3.8,77,350,1
6996,4.3,324,180,1
6997,4.1,61,200,1
6998,4.4,2389,1000,3
6999,4.0,1510,900,0
7000,3.8,83,400,1
7001,4.4,280,400,1
7002,4.5,206,400,1
7003,3.9,467,550,1
7004,4.1,841,300,1
7005,3.9,668,800,1
7006,3.9,106,150,1
7007,3.6,44,600,1
7008,3.7,434,400,1
7009,4.1,778,700,1
7010,4.4,893,1400,0
7011,3.8,44,200,1
7012,4.3,189,400,1
7013,3.8,331,350,1
7014,4.0,754,250,1
7015,4.1,326,1200,0
7016,2.6,156,700,1
7017,4.1,3030,1000,3
7018,3.8,174,400,1
7019,4.0,128,650,1
7020,3.8,140,500,1
7021,4.0,82,500,1
7022,4.3,790,1000,0
7023,3.9,50,450,1
7024,4.0,60,600,1
7025,3.0,111,400,1
7026,4.0,344,1000,1
7027,4.2,140,800,1
7028,3.8,1166,600,1
7029,3.9,601,1000,0
7030,4.0,572,600,1
7031,3.7,95,150,1
7032,4.1,57,200,1
7033,3.7,59,600,1
7034,3.6,121,550,1
7035,3.7,93,350,1
7036,3.6,51,400,1
7037,4.0,65,350,1
7038,3.8,273,550,1
7039,3.9,226,250,1
7040,4.0,326,200,1
7041,4.2,70,400,1
7042,3.8,258,550,1
7043,3.2,204,500,1
7044,4.1,671,450,1
7045,3.9,880,1000,0
7046,3.3,213,600,1
7047,3.6,82,400,1
7048,3.7,76,700,1
7049,4.0,558,1000,0
7050,4.2,162,300,1
7051,3.8,231,600,1
7052,2.8,261,700,1
7053,3.9,450,550,1
7054,3.8,82,300,1
7055,3.6,59,300,1
7056,3.9,224,800,1
7057,4.0,157,300,1
7058,3.9,533,900,1
7059,4.1,270,500,1
7060,4.5,2068,1200,3
7061,3.7,160,500,1
7062,3.1,452,750,1
7063,3.7,83,350,1
7064,4.4,2206,1400,3
7065,4.2,767,1700,0
7066,3.8,135,400,1
7067,3.9,163,300,1
7068,4.0,402,800,1
7069,3.4,301,400,1
7070,4.1,720,950,0
7071,3.9,356,450,1
7072,3.6,96,300,1
7073,4.1,1059,1200,0
7074,3.9,392,1500,0
7075,3.6,95,300,1
7076,4.2,425,250,1
7077,3.1,82,200,1
7078,3.6,484,700,1
7079,4.3,895,600,1
7080,3.3,84,200,1
7081,3.5,117,600,1
7082,3.8,240,800,1
7083,4.0,533,300,1
7084,4.2,166,700,1
7085,3.9,46,300,1
7086,3.9,161,900,1
7087,3.9,400,850,1
7088,4.0,768,500,1
7089,4.1,252,750,1
7090,4.1,131,650,1
7091,2.9,89,350,1
7092,3.7,141,500,1
7093,4.0,164,500,1
7094,3.8,81,300,1
7095,3.8,178,800,1
7096,3.7,69,400,1
7097,3.2,51,600,1
7098,3.9,236,400,1
7099,3.0,137,650,1
7100,4.0,92,100,1
7101,3.7,86,500,1
7102,2.9,827,800,1
7103,3.8,59,200,1
7104,4.2,1148,1800,0
7105,3.7,62,500,1
7106,2.7,140,250,1
7107,4.3,715,1500,0
7108,4.0,57,300,1
7109,3.2,135,400,1
7110,3.6,144,150,1
7111,3.9,92,250,1
7112,3.6,65,400,1
7113,3.7,53,450,1
7114,4.3,169,450,1
7115,2.3,235,800,1
7116,3.9,432,450,1
7117,3.5,59,700,1
7118,3.8,88,600,1
7119,3.1,101,650,1
7120,3.7,90,400,1
7121,3.7,182,400,1
7122,3.1,35,300,1
7123,3.8,34,350,1
7124,3.8,80,800,1
7125,3.9,202,500,1
7126,3.9,88,250,1
7127,3.8,212,600,1
7128,4.0,120,400,1
7129,4.0,127,900,1
7130,3.2,68,400,1
7131,3.1,53,100,1
7132,3.8,93,250,1
7133,3.8,89,400,1
7134,3.7,40,150,1
7135,4.0,390,1300,0
7136,3.8,499,700,1
7137,3.7,111,800,1
7138,3.4,179,300,1
7139,3.0,39,450,1
7140,3.9,75,500,1
7141,2.8,137,500,1
7142,3.8,61,400,1
7143,4.1,93,700,1
7144,4.1,129,350,1
7145,4.0,75,500,1
7146,4.0,108,400,1
7147,3.2,44,600,1
7148,3.7,34,450,1
7149,3.9,48,400,1
7150,3.7,122,300,1
7151,3.8,38,400,1
7152,2.4,318,600,1
7153,3.7,483,800,1
7154,2.9,317,500,1
7155,3.5,165,700,1
7156,3.4,212,800,1
7157,3.8,190,250,1
7158,4.1,111,600,1
7159,4.2,1022,500,1
7160,4.1,1694,1100,3
7161,3.2,426,900,1
7162,3.8,133,200,1
7163,3.9,1245,1400,0
7164,3.8,283,400,1
7165,2.8,188,400,1
7166,3.8,211,200,1
7167,3.1,248,500,1
7168,4.0,251,250,1
7169,3.8,93,550,1
7170,4.0,492,800,1
7171,3.5,323,500,1
7172,2.9,243,300,1
7173,3.0,255,550,1
7174,3.0,289,500,1
7175,3.9,261,400,1
7176,3.1,131,400,1
7177,3.8,36,500,1
7178,4.0,64,300,1
7179,2.6,76,800,1
7180,3.9,43,500,1
7181,4.0,54,500,1
7182,4.0,457,550,1
7183,3.9,36,400,1
7184,3.9,368,550,1
7185,3.5,694,600,1
7186,2.8,484,400,1
7187,4.2,1170,1300,0
7188,3.5,234,400,1
7189,4.5,196,1200,0
7190,3.7,130,1200,0
7191,4.0,76,300,1
7192,4.2,78,400,1
7193,3.9,54,250,1
7194,4.1,1847,600,3
7195,3.9,46,300,1
7196,4.1,888,800,1
7197,3.9,716,1000,0
7198,4.0,136,500,1
7199,3.8,192,250,1
7200,4.1,733,1200,0
7201,3.9,150,300,1
7202,4.5,247,1300,0
7203,3.9,205,600,1
7204,4.4,190,1000,1
7205,3.7,197,400,1
7206,4.3,1099,450,1
7207,4.2,1004,1200,0
7208,3.9,70,200,1
7209,3.7,310,600,1
7210,3.9,170,400,1
7211,4.3,1101,700,1
7212,4.0,136,750,1
7213,4.1,1324,800,0
7214,4.2,258,700,1
7215,3.8,157,600,1
7216,4.1,60,600,1
7217,3.7,829,850,1
7218,4.3,219,300,1
7219,4.4,792,700,1
7220,4.4,1799,1000,3
7221,4.1,163,400,1
7222,4.3,372,700,1
7223,3.7,94,400,1
7224,3.9,337,500,1
7225,4.0,535,600,1
7226,4.0,603,800,1
7227,4.0,74,600,1
7228,4.0,236,950,1
7229,4.0,942,1300,0
7230,4.0,803,700,1
7231,4.5,1878,1200,3
7232,4.2,236,150,1
7233,3.8,46,600,1
7234,2.4,438,1000,1
7235,4.0,281,1500,0
7236,4.2,1884,1500,3
7237,3.9,450,550,1
7238,4.0,150,1100,1
7239,3.8,196,500,1
7240,4.2,860,800,1
7241,4.4,3764,600,3
7242,4.0,82,500,1
7243,4.4,790,400,1
7244,4.2,141,800,1
7245,4.5,144,400,1
7246,4.1,720,950,0
7247,4.5,194,200,1
7248,4.1,130,350,1
7249,3.8,151,400,1
7250,4.0,221,400,1
7251,3.9,46,300,1
7252,4.0,158,300,1
7253,3.9,46,400,1
7254,3.8,139,500,1
7255,3.9,205,600,1
7256,3.9,331,400,1
7257,3.9,44,300,1
7258,4.1,163,400,1
7259,3.9,102,450,1
7260,4.1,116,200,1
7261,3.9,53,100,1
7262,4.1,106,300,1
7263,3.8,204,600,1
7264,3.7,93,350,1
7265,4.3,324,180,1
7266,4.2,1022,500,1
7267,3.9,75,500,1
7268,3.6,154,400,1
7269,2.6,56,500,1
7270,3.9,56,350,1
7271,4.0,153,500,1
7272,4.0,92,100,1
7273,3.6,51,150,1
7274,3.7,175,400,1
7275,4.1,398,450,1
7276,3.8,34,350,1
7277,4.0,104,300,1
7278,3.8,63,1000,1
7279,4.0,48,500,1
7280,3.7,31,150,1
7281,3.9,230,500,1
7282,3.9,150,300,1
7283,3.7,90,400,1
7284,4.1,1847,600,3
7285,4.1,314,650,1
7286,4.0,75,500,1
7287,3.0,74,1200,0
7288,4.0,82,500,1
7289,4.3,116,800,1
7290,4.7,6745,1000,2
7291,4.4,792,700,1
7292,4.2,1884,1500,3
7293,4.3,797,1500,0
7294,4.7,3573,1000,3
7295,4.2,1149,1800,0
7296,4.4,3764,600,3
7297,4.6,766,1200,0
7298,4.6,634,850,1
7299,4.3,331,1400,0
7300,4.5,196,1200,0
7301,4.3,790,1000,0
7302,4.2,583,550,1
7303,4.6,1582,750,0
7304,4.1,1324,800,0
7305,4.5,2069,1200,3
7306,4.3,1101,700,1
7307,4.1,1372,900,0
7308,4.0,558,1000,0
7309,3.9,125,600,1
7310,3.9,1554,750,0
7311,4.1,512,1200,0
7312,4.0,917,800,1
7313,4.0,1829,800,3
7314,3.9,400,850,1
7315,4.3,372,700,1
7316,4.1,733,1200,0
7317,4.0,437,600,1
7318,4.2,141,800,1
7319,3.7,829,850,1
7320,3.9,148,200,1
7321,3.8,320,800,1
7322,4.0,648,750,1
7323,4.0,403,800,1
7324,4.1,720,950,0
7325,4.1,93,700,1
7326,4.1,1060,1200,0
7327,3.8,1166,600,1
7328,4.1,1338,800,0
7329,3.9,161,900,1
7330,4.0,535,600,1
7331,4.0,128,650,1
7332,3.9,602,1000,0
7333,3.9,880,1000,0
7334,3.8,151,400,1
7335,3.9,368,550,1
7336,4.1,439,750,1
7337,4.2,78,400,1
7338,4.0,603,800,1
7339,3.9,338,500,1
7340,4.0,987,500,1
7341,3.7,112,800,1
7342,4.0,492,800,1
7343,4.1,564,600,1
7344,4.0,988,800,0
7345,3.9,1245,1400,0
7346,3.8,499,700,1
7347,3.8,115,800,1
7348,3.9,117,900,1
7349,4.0,803,700,1
7350,3.9,3833,750,3
7351,2.9,361,450,1
7352,3.9,44,300,1
7353,3.6,484,700,1
7354,4.1,131,650,1
7355,3.8,157,1300,0
7356,3.3,292,600,1
7357,3.6,289,500,1
7358,3.9,224,800,1
7359,3.7,86,500,1
7360,3.9,185,600,1
7361,3.5,59,700,1
7362,2.8,484,400,1
7363,3.9,202,500,1
7364,3.6,777,500,1
7365,3.6,121,550,1
7366,3.9,668,800,1
7367,3.9,716,1000,0
7368,2.6,49,450,1
7369,3.9,371,400,1
7370,3.7,532,250,1
7371,2.9,304,650,1
7372,3.1,266,550,1
7373,3.5,166,700,1
7374,3.4,212,800,1
7375,3.9,450,550,1
7376,3.6,95,800,1
7377,3.2,68,400,1
7378,2.8,188,400,1
7379,3.7,141,500,1
7380,2.8,261,700,1
7381,3.1,102,650,1
7382,4.0,390,1300,0
7383,3.8,258,550,1
7384,2.5,113,550,1
7385,4.0,136,750,1
7386,3.7,59,600,1
7387,3.7,76,700,1
7388,3.9,337,500,1
7389,3.4,411,750,1
7390,4.0,127,900,1
7391,3.8,63,1000,1
7392,3.9,92,250,1
7393,3.5,117,600,1
7394,4.0,64,300,1
7395,3.7,38,600,1
7396,3.0,39,450,1
7397,3.5,136,600,1
7398,3.9,356,450,1
7399,3.9,533,900,1
7400,3.1,248,500,1
7401,2.4,438,1000,1
7402,3.8,88,600,1
7403,3.7,86,500,1
7404,3.7,310,600,1
7405,4.2,70,400,1
7406,4.3,1099,450,1
7407,4.0,54,500,1
7408,3.6,218,400,1
7409,3.9,46,300,1
7410,3.9,54,250,1
7411,3.6,622,400,1
7412,4.0,769,500,1
7413,4.4,222,150,1
7414,3.7,94,400,1
7415,4.1,842,300,1
7416,3.9,60,400,1
7417,4.1,110,400,1
7418,3.9,355,500,1
7419,4.2,162,300,1
7420,4.0,221,400,1
7421,3.9,46,300,1
7422,3.8,331,350,1
7423,3.8,77,350,1
7424,3.9,48,400,1
7425,3.1,282,500,1
7426,3.9,236,400,1
7427,3.9,783,300,1
7428,3.9,106,150,1
7429,3.9,331,400,1
7430,3.9,460,600,1
7431,3.8,83,400,1
7432,3.8,510,500,1
7433,3.9,113,600,1
7434,3.9,261,400,1
7435,3.8,278,200,1
7436,3.5,234,400,1
7437,3.8,251,400,1
7438,3.9,163,300,1
7439,4.1,116,200,1
7440,4.1,672,450,1
7441,4.0,164,500,1
7442,3.9,340,400,1
7443,3.9,50,450,1
7444,3.8,61,400,1
7445,4.0,60,400,1
7446,3.9,88,250,1
7447,3.8,190,250,1
7448,3.1,382,600,1
7449,3.9,689,300,1
7450,3.8,63,500,1
7451,3.8,90,400,1
7452,3.8,204,600,1
7453,4.1,119,200,1
7454,3.8,184,250,1
7455,3.2,571,300,1
7456,3.7,197,400,1
7457,3.8,283,400,1
7458,3.7,446,400,1
7459,3.1,131,400,1
7460,3.6,123,300,1
7461,3.8,347,300,1
7462,3.1,452,750,1
7463,3.4,179,300,1
7464,3.6,218,300,1
7465,3.5,40,700,1
7466,2.6,91,200,1
7467,3.8,171,400,1
7468,3.8,80,800,1
7469,3.8,211,200,1
7470,3.7,40,150,1
7471,3.7,83,350,1
7472,2.7,140,250,1
7473,3.7,41,500,1
7474,3.9,89,300,1
7475,2.8,114,500,1
7476,3.8,174,400,1
7477,3.8,59,200,1
7478,3.7,68,400,1
7479,3.8,192,250,1
7480,4.3,4108,1400,3
7481,4.5,1508,1900,0
7482,4.4,366,1000,1
7483,4.7,3614,1600,3
7484,4.6,178,1500,0
7485,4.1,1847,600,3
7486,4.3,715,1500,0
7487,4.4,190,1000,1
7488,4.1,238,2000,0
7489,4.2,258,700,1
7490,3.9,374,750,1
7491,4.1,326,1200,0
7492,3.8,240,800,1
7493,3.8,272,550,1
7494,3.8,93,550,1
7495,3.2,427,900,1
7496,4.0,754,250,1
7497,3.0,255,550,1
7498,3.0,74,1200,0
7499,3.9,121,400,1
7500,3.7,51,1500,0
7501,4.0,269,450,1
7502,3.6,95,300,1
7503,2.8,137,500,1
7504,3.9,52,1900,0
7505,3.9,95,350,1
7506,3.6,96,300,1
7507,3.3,910,250,1
7508,2.6,473,600,1
7509,3.7,46,300,1
7510,4.0,65,350,1
7511,3.1,53,100,1
7512,2.3,298,450,1
7513,4.7,3573,1000,3
7514,4.7,6745,1000,2
7515,4.2,1884,1500,3
7516,4.3,797,1500,0
7517,4.6,634,850,1
7518,4.3,331,1400,0
7519,4.1,1372,900,0
7520,4.5,1508,1900,0
7521,4.4,366,1000,1
7522,4.1,326,1200,0
7523,3.7,51,1500,0
7524,4.7,3573,1000,3
7525,4.6,634,850,1
7526,4.7,6745,1000,2
7527,4.3,797,1500,0
7528,4.3,331,1400,0
7529,4.1,1372,900,0
7530,4.1,512,1200,0
7531,4.1,1060,1200,0
7532,3.9,1245,1400,0
7533,3.8,157,1300,0
7534,4.3,4108,1400,3
7535,4.5,1508,1900,0
7536,4.6,178,1500,0
7537,4.1,326,1200,0
7538,3.7,51,1500,0
7539,4.0,773,1000,0
7540,3.9,847,1200,0
7541,4.7,9021,1800,2
7542,4.7,7152,1600,2
7543,4.3,3586,2100,3
7544,4.1,840,1200,0
7545,4.4,1507,1700,0
7546,4.3,3275,1400,3
7547,4.4,1414,1100,0
7548,4.5,1614,1300,0
7549,4.1,1224,800,0
7550,3.9,1432,1000,0
7551,4.3,1651,1300,0
7552,4.2,8176,750,2
7553,4.4,79,1600,0
7554,4.0,555,900,1
7555,4.2,1345,1700,0
7556,4.3,504,1100,0
7557,4.1,80,1200,0
7558,4.0,1013,1200,0
7559,3.9,434,400,1
7560,3.6,592,850,1
7561,3.8,297,1200,0
7562,4.2,217,1500,0
7563,4.0,115,1700,0
7564,2.9,319,1000,1
7565,3.4,46,1100,1
7566,4.2,589,3500,0
7567,4.6,979,3000,0
7568,4.0,1904,2100,3
7569,4.3,145,2800,0
7570,4.0,420,2200,0
7571,4.3,687,3000,0
7572,4.0,419,1400,0
7573,4.2,405,1500,0
7574,4.2,271,3000,0
7575,4.3,1235,1000,0
7576,4.6,1308,900,0
7577,4.4,1095,800,0
7578,4.2,5295,600,3
7579,4.2,1852,800,3
7580,4.6,1687,900,3
7581,4.3,4644,600,3
7582,4.3,1269,1000,0
7583,4.2,1203,600,1
7584,4.3,1651,1300,0
7585,4.5,197,600,1
7586,4.4,105,200,1
7587,4.2,391,500,1
7588,4.5,2687,550,3
7589,4.3,391,700,1
7590,4.2,311,800,1
7591,4.3,153,600,1
7592,3.9,1380,900,0
7593,4.3,766,1000,0
7594,4.2,583,700,1
7595,4.3,371,400,1
7596,4.2,858,600,1
7597,4.0,861,800,1
7598,4.3,420,400,1
7599,4.0,144,700,1
7600,4.0,399,650,1
7601,4.1,1141,500,1
7602,4.2,583,700,1
7603,3.9,84,450,1
7604,4.0,209,800,1
7605,3.9,660,500,1
7606,4.3,184,650,1
7607,4.0,339,800,1
7608,4.1,287,850,1
7609,4.1,332,800,1
7610,4.1,137,750,1
7611,2.9,539,500,1
7612,4.1,114,450,1
7613,3.4,90,500,1
7614,3.8,71,500,1
7615,3.9,155,700,1
7616,3.8,209,500,1
7617,4.0,97,1100,1
7618,3.7,72,900,1
7619,3.9,49,200,1
7620,2.8,185,500,1
7621,3.7,69,700,1
7622,2.4,127,600,1
7623,2.9,48,500,1
7624,4.0,134,600,1
7625,3.0,59,500,1
7626,3.9,1717,1600,0
7627,4.0,282,500,1
7628,4.4,688,1700,0
7629,4.1,563,2500,0
7630,4.2,430,700,1
7631,3.8,135,700,1
7632,3.8,259,700,1
7633,4.2,770,300,1
7634,4.0,450,300,1
7635,4.0,472,300,1
7636,4.4,105,200,1
7637,3.8,138,800,1
7638,4.3,314,500,1
7639,3.9,224,600,1
7640,3.9,302,300,1
7641,4.0,1391,600,1
7642,4.2,241,400,1
7643,3.9,639,400,1
7644,3.8,1082,450,1
7645,4.1,81,150,1
7646,3.8,61,400,1
7647,3.4,351,350,1
7648,3.4,148,350,1
7649,4.3,78,400,1
7650,4.2,380,500,1
7651,3.9,418,200,1
7652,4.7,2139,400,3
7653,4.0,85,650,1
7654,4.2,1327,500,1
7655,2.7,67,400,1
7656,3.9,924,300,1
7657,4.0,1129,1000,0
7658,4.1,551,350,1
7659,3.9,43,150,1
7660,4.0,50,200,1
7661,3.8,189,800,1
7662,4.1,1122,650,1
7663,4.3,289,800,1
7664,3.8,140,400,1
7665,4.1,3238,800,3
7666,3.2,393,400,1
7667,3.1,282,850,1
7668,3.8,259,600,1
7669,3.9,83,300,1
7670,4.3,888,500,1
7671,3.4,257,500,1
7672,3.9,1615,550,3
7673,3.6,133,250,1
7674,4.0,1078,550,1
7675,4.2,1745,750,3
7676,3.9,327,400,1
7677,4.0,210,800,1
7678,3.9,521,600,1
7679,4.1,204,250,1
7680,2.8,211,300,1
7681,3.9,99,150,1
7682,4.2,2015,1000,3
7683,4.1,730,950,0
7684,3.2,49,250,1
7685,4.1,57,200,1
7686,3.9,138,600,1
7687,4.5,3219,1200,3
7688,4.1,522,800,1
7689,4.3,146,650,1
7690,3.9,456,600,1
7691,3.9,238,800,1
7692,4.0,153,700,1
7693,4.4,457,500,1
7694,4.6,1313,900,0
7695,3.8,135,700,1
7696,3.9,59,600,1
7697,3.9,82,500,1
7698,3.8,426,500,1
7699,4.0,173,450,1
7700,3.9,190,600,1
7701,4.3,1210,1200,0
7702,4.3,127,300,1
7703,3.7,443,400,1
7704,3.7,833,750,1
7705,4.2,444,700,1
7706,3.2,574,600,1
7707,3.8,221,400,1
7708,4.6,5421,1600,3
7709,4.2,387,600,1
7710,3.1,39,400,1
7711,4.3,367,1200,0
7712,4.0,401,650,1
7713,4.0,261,400,1
7714,3.9,661,500,1
7715,3.7,106,600,1
7716,4.1,259,300,1
7717,4.1,243,800,1
7718,3.8,185,150,1
7719,4.6,3760,1200,3
7720,4.1,293,800,1
7721,4.4,535,600,1
7722,4.6,1689,900,3
7723,3.9,160,40,1
7724,3.6,67,300,1
7725,4.0,682,750,1
7726,3.9,199,400,1
7727,4.2,175,250,1
7728,3.9,647,500,1
7729,4.0,264,700,1
7730,4.1,198,650,1
7731,3.9,56,500,1
7732,3.9,53,350,1
7733,4.4,154,600,1
7734,3.3,59,750,1
7735,3.0,64,200,1
7736,4.2,5299,600,3
7737,4.0,567,400,1
7738,4.7,1594,1500,0
7739,4.4,580,450,1
7740,3.9,257,650,1
7741,4.0,213,100,1
7742,3.9,97,500,1
7743,3.0,235,500,1
7744,4.0,528,350,1
7745,4.1,1075,800,0
7746,4.1,128,250,1
7747,3.9,140,500,1
7748,3.7,270,500,1
7749,4.5,1619,1300,0
7750,4.2,1926,850,3
7751,4.3,3848,1400,3
7752,4.3,566,700,1
7753,4.2,171,800,1
7754,3.4,334,550,1
7755,4.2,1204,600,1
7756,4.0,359,1000,1
7757,4.4,1420,1100,0
7758,4.3,2654,1200,3
7759,4.3,2039,1500,3
7760,3.2,166,600,1
7761,3.9,388,500,1
7762,2.9,319,1000,1
7763,4.1,840,1200,0
7764,4.0,556,900,1
7765,4.3,389,1600,0
7766,3.8,55,500,1
7767,3.5,60,300,1
7768,4.2,624,300,1
7769,4.1,496,300,1
7770,4.1,1145,500,1
7771,4.4,1865,1800,3
7772,3.7,72,900,1
7773,3.9,120,250,1
7774,3.7,257,450,1
7775,4.0,1021,700,1
7776,4.0,340,800,1
7777,3.6,592,850,1
7778,3.9,117,800,1
7779,3.3,214,450,1
7780,4.2,125,700,1
7781,4.5,2686,550,3
7782,3.9,87,500,1
7783,2.8,94,600,1
7784,4.2,902,800,1
7785,3.0,564,200,1
7786,3.9,137,300,1
7787,4.2,970,1100,0
7788,3.9,148,450,1
7789,3.0,159,400,1
7790,3.6,179,350,1
7791,3.9,543,800,1
7792,2.6,124,500,1
7793,4.9,1735,400,3
7794,4.0,69,750,1
7795,3.3,63,500,1
7796,3.8,1837,900,3
7797,4.3,183,650,1
7798,3.9,123,400,1
7799,4.1,1827,1100,3
7800,4.4,2558,1600,3
7801,3.9,117,600,1
7802,4.2,807,900,0
7803,3.6,228,350,1
7804,4.1,332,800,1
7805,4.0,1095,1300,0
7806,3.9,205,800,1
7807,4.0,289,300,1
7808,4.3,374,400,1
7809,4.1,167,400,1
7810,3.1,54,500,1
7811,4.0,930,800,1
7812,4.3,420,400,1
7813,3.6,216,550,1
7814,4.2,172,1500,0
7815,2.9,229,250,1
7816,4.1,110,150,1
7817,4.0,71,400,1
7818,3.9,324,600,1
7819,3.8,768,650,1
7820,4.0,106,750,1
7821,4.1,146,800,1
7822,4.3,1236,1000,0
7823,4.1,1473,1500,0
7824,4.0,84,450,1
7825,3.6,38,350,1
7826,2.7,283,700,1
7827,3.9,77,300,1
7828,4.2,216,500,1
7829,3.8,31,300,1
7830,3.9,1360,2100,0
7831,3.9,96,1300,0
7832,4.2,131,180,1
7833,2.7,71,400,1
7834,3.0,143,200,1
7835,3.7,110,450,1
7836,4.4,275,300,1
7837,4.2,391,500,1
7838,4.1,41,400,1
7839,4.1,137,750,1
7840,4.0,277,700,1
